City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ascension,30.2169,-90.9001,27.37,89,100,3.09,US,1715234376
364,karagandy,49.8019,73.1021,22.97,25,99,8.59,KZ,1715234377
365,khandyga,62.6667,135.6,3.54,95,100,2.91,RU,1715234349
366,kurchum,48.5722,83.6542,20.66,37,1,1.01,KZ,1715234378
367,marquette,46.5333,-87.6335,6.81,85,42,0.89,US,1715234378
368,suntar,62.1444,117.6319,3.62,54,99,3.91,RU,1715234379
369,douglas,41.3,-96.167,15.9,65,0,3.6,US,1715234380
370,borujen,31.9652,51.2873,11.36,31,0,1.63,IR,1715234380
371,lianshan,40.7643,120.8533,23.06,27,31,5.17,CN,1715234381
372,flying fish cove,-10.4217,105.6791,29.82,74,75,6.17,CX,1715234331
373,keflavik,64.0049,-22.5624,2.95,75,75,2.57,IS,1715234331
374,isangel,-19.55,169.2667,25.06,57,40,3.09,VU,1715234383
375,inhambane,-23.865,35.3833,18.99,100,20,0.0,MZ,1715234383
376,imbituba,-28.24,-48.6703,21.76,85,100,6.97,BR,1715234384
377,chita,52.0333,113.55,17.94,15,100,3.0,RU,1715234384
378,mumbai,19.0144,72.8479,31.99,62,20,4.63,IN,1715234304
379,bahia de kino,28.8333,-111.9333,23.14,45,0,1.51,MX,1715234386
380,egersund,58.4513,5.9997,10.05,94,100,2.32,NO,1715234386
381,juneau,58.3019,-134.4197,7.0,93,100,6.69,US,1715234171
382,jamestown,42.097,-79.2353,10.77,93,100,3.09,US,1715234334
383,axim,4.8699,-2.2405,27.54,86,100,1.79,GH,1715234388
384,san juan,-31.5375,-68.5364,8.39,33,0,0.59,AR,1715234307
385,loukhi,66.0764,33.0381,-0.9,71,88,3.24,RU,1715234390
386,manokwari,-0.8667,134.0833,27.22,84,97,0.83,ID,1715234387
387,polyarnyye zori,67.3661,32.4981,-1.81,73,47,3.8,RU,1715234391
388,st. john's,47.5649,-52.7093,6.1,94,100,5.66,CA,1715234364
389,morehead city,34.7229,-76.726,22.79,87,0,2.68,US,1715234392
390,anadyr,64.75,177.4833,-4.72,67,40,6.0,RU,1715234356
391,port douglas,-16.4833,145.4667,24.72,82,79,7.06,AU,1715234393
392,nema,57.5067,50.5011,1.05,54,53,6.86,RU,1715234393
393,hamilton,39.1834,-84.5333,20.43,85,40,5.66,US,1715234352
394,chipinge,-20.1883,32.6236,17.59,72,2,1.08,ZW,1715234395
395,saudarkrokur,65.7461,-19.6394,2.54,79,15,5.36,IS,1715234395
396,bereeda,11.8704,51.0579,32.08,59,76,2.89,SO,1715234396
397,hami,42.8,93.45,24.97,24,96,2.63,CN,1715234396
398,roma,43.2128,-75.4557,11.51,92,100,2.57,US,1715234375
399,sarakhs,36.5449,61.1577,18.06,82,100,6.13,IR,1715234397
400,san fernando de apure,7.8878,-67.4724,26.89,79,100,0.5,VE,1715234398
401,bhigvan,18.3167,74.7667,35.19,30,0,1.35,IN,1715234399
402,akureyri,65.6835,-18.0878,3.02,70,4,2.49,IS,1715234399
403,flin flon,54.7682,-101.865,10.34,65,74,2.52,CA,1715234400
404,new norfolk,-42.7826,147.0587,13.84,83,63,1.34,AU,1715234400
405,aleg,17.0481,-13.9209,29.53,16,35,4.63,MR,1715234401
406,bawku,11.0616,-0.2417,29.29,61,51,2.64,GH,1715234402
407,greenville,35.6127,-77.3663,21.01,88,0,0.0,US,1715234403
408,shakawe,-18.3667,21.85,17.96,39,2,1.94,BW,1715234404
409,itoman,26.1247,127.6694,25.43,56,40,9.26,JP,1715234391
410,shache,38.4167,77.2406,31.84,10,34,1.62,CN,1715234406
411,bulawayo,-20.15,28.5833,15.38,61,0,5.01,ZW,1715234407
412,maues,-3.3836,-57.7186,23.49,96,96,0.89,BR,1715234408
413,san juan de los morros,9.9115,-67.3538,25.62,69,99,1.13,VE,1715234408
414,tindouf,27.6711,-8.1474,22.25,18,0,3.6,DZ,1715234367
415,kovdor,67.5662,30.4758,-3.58,89,74,1.73,RU,1715234410
416,blaj,46.1833,23.9167,13.29,90,100,1.38,RO,1715234410
417,lichinga,-13.3128,35.2406,17.05,88,75,4.63,MZ,1715234411
418,laojunmiao,39.8333,97.7333,17.6,27,100,6.18,CN,1715234412
419,puerto armuelles,8.2833,-82.8667,23.94,95,100,1.34,PA,1715234412
420,selibaby,15.159,-12.1829,31.35,28,65,6.34,MR,1715234413
421,sao felix do xingu,-6.6447,-51.995,21.65,95,11,0.89,BR,1715234414
422,conceicao do coite,-11.5639,-39.2828,20.08,98,21,2.8,BR,1715234415
423,lerwick,60.1545,-1.1494,9.0,98,100,6.67,GB,1715234392
424,morristown,36.214,-83.2949,17.39,86,100,4.12,US,1715234370
425,esmeraldas,-19.7625,-44.3139,18.48,91,0,1.52,BR,1715234417
426,nova vicosa,-17.8919,-39.3719,24.05,89,6,0.78,BR,1715234418
427,cuamba,-14.8031,36.5372,22.24,68,7,0.91,MZ,1715234419
428,le port,-20.9373,55.2919,27.0,63,5,1.09,RE,1715234365
429,san luis de la loma,17.2706,-100.8939,24.97,75,25,2.88,MX,1715234421
430,chokwe,-24.5333,32.9833,21.17,80,3,0.51,MZ,1715234422
431,bakanas,44.8081,76.2772,30.5,22,91,7.35,KZ,1715234422
432,al ghayzah,16.2079,52.176,31.58,60,99,1.69,YE,1715234367
433,midvagur,62.0511,-7.1939,6.46,70,98,3.09,FO,1715234424
434,namibe,-15.1961,12.1522,24.37,60,6,2.99,AO,1715234415
435,fougamou,-1.2154,10.5838,24.29,99,100,0.61,GA,1715234425
436,chegdomyn,51.1167,133.0167,8.0,47,100,6.31,RU,1715234426
437,sahiwal,30.6667,73.1,42.62,8,0,3.88,PK,1715234427
438,weno,7.4515,151.8468,27.16,86,100,7.6,FM,1715234394
439,labytnangi,66.6572,66.4183,-5.9,92,100,12.06,RU,1715234340
440,sterling,39.0062,-77.4286,20.68,77,0,1.54,US,1715234428
441,tual,-5.6667,132.75,28.38,75,34,6.33,ID,1715234391
442,usinsk,65.9939,57.5281,-0.52,89,100,2.68,RU,1715234429
443,magadan,59.5667,150.8,3.07,82,50,2.11,RU,1715234430
444,piti village,13.4626,144.6933,31.03,76,75,5.66,GU,1715234431
445,ulsan,35.5372,129.3167,22.59,39,1,1.52,KR,1715234420
446,cabedelo,-6.9811,-34.8339,25.37,85,21,3.07,BR,1715234434
447,lichtenburg,-26.152,26.1597,16.66,30,0,3.77,ZA,1715234434
448,timimoun,29.2639,0.231,19.21,19,0,6.17,DZ,1715234435
449,karasuk,53.7377,78.0403,20.82,35,91,7.44,RU,1715234436
450,la junta,37.985,-103.5438,10.66,29,9,2.79,US,1715234436
451,saint john,45.2727,-66.0677,7.57,100,100,7.2,CA,1715234408
452,loikaw,19.6742,97.2094,35.86,23,15,3.32,MM,1715234349
453,vadso,70.0744,29.7487,0.09,69,100,4.63,NO,1715234388
454,bereznik,62.8551,42.7072,-1.22,84,100,6.59,RU,1715234335
455,howrah,22.5892,88.3103,31.0,70,75,2.57,IN,1715234366
456,santa vitoria do palmar,-33.5189,-53.3681,10.86,87,35,4.69,BR,1715234439
457,sinabang,2.4803,96.3801,31.0,67,65,1.52,ID,1715234339
458,dogonbadan,30.3586,50.7981,22.05,33,0,4.12,IR,1715234440
459,kyenjojo,0.6328,30.6214,20.2,92,95,2.32,UG,1715234441
460,dunedin,-45.8742,170.5036,6.0,74,9,3.68,NZ,1715234357
461,crane,31.3974,-102.3501,25.11,17,1,1.86,US,1715234360
462,sosnovoborsk,56.1325,93.3589,9.79,39,42,6.7,RU,1715234443
463,porto novo,6.4965,2.6036,27.9,81,100,1.24,BJ,1715234421
464,san ramon de la nueva oran,-23.1322,-64.326,17.46,64,99,1.13,AR,1715234444
465,mogocha,53.7333,119.7667,16.57,16,77,2.24,RU,1715234445
466,prata,-19.3072,-48.9242,18.12,65,1,2.69,BR,1715234445
467,ouadda,8.0777,22.4007,28.8,20,100,2.83,CF,1715234446
468,elverum,60.8819,11.5623,6.61,92,100,2.67,NO,1715234446
469,saldanha,-33.0117,17.9442,5.03,81,0,2.89,ZA,1715234332
470,gufeng,26.9083,118.9819,19.57,65,100,3.23,CN,1715234447
471,querfurt,51.3833,11.6,13.66,75,7,0.49,DE,1715234448
472,hovd,48.0056,91.6419,16.64,29,2,1.52,MN,1715234449
473,gilmer,32.7287,-94.9424,21.03,97,15,2.14,US,1715234449
474,priozersk,61.0393,30.1291,5.05,36,4,3.13,RU,1715234450
475,nagqu,31.5,92.0,3.04,70,100,4.02,CN,1715234450
476,anna regina,7.2644,-58.5077,27.07,81,100,3.8,GY,1715234451
477,san andres,12.5847,-81.7006,29.01,84,20,4.12,CO,1715234452
478,mariental,-24.6333,17.9667,24.05,33,67,6.44,NA,1715234453
479,lata,40.1629,-8.3327,12.82,62,100,2.0,PT,1715234373
480,bamboo flat,11.7,92.7167,34.05,62,40,5.14,IN,1715234454
481,mopti,14.6667,-4.0,31.91,38,51,2.73,ML,1715234455
482,amboasary,-25.0333,46.3833,24.93,64,0,1.49,MG,1715234455
483,menominee,45.1078,-87.6143,11.03,87,0,3.6,US,1715234456
484,arkhangel'sk,64.5401,40.5433,-1.94,75,75,8.0,RU,1715234414
485,sao jose da coroa grande,-8.8978,-35.1478,25.72,86,26,1.66,BR,1715234458
486,siocon,7.7061,122.1353,28.73,73,58,1.41,PH,1715234458
487,geraldton,-28.7667,114.6,27.23,29,40,7.2,AU,1715234459
488,saint-philippe,-21.3585,55.7679,26.77,78,60,7.51,RE,1715234439
489,gaalkacyo,6.7697,47.4308,30.66,61,14,3.71,SO,1715234460
490,lethem,3.3803,-59.7968,25.26,89,100,2.77,GY,1715234461
491,mancio lima,-7.6142,-72.8958,25.04,100,0,0.0,BR,1715234430
492,sinop,41.7711,34.8709,11.24,45,52,0.63,TR,1715234462
493,muynoq,43.7683,59.0214,20.48,47,65,8.68,UZ,1715234463
494,zambezi,-13.5432,23.1047,17.14,52,66,2.92,ZM,1715234463
495,obudu,6.6674,9.1716,25.11,90,98,1.66,NG,1715234464
496,chabahar,25.2919,60.643,31.13,60,0,1.76,IR,1715234465
497,rottingdean,50.8098,-0.0594,11.2,93,83,0.45,GB,1715234465
498,mandalgovi,45.7625,106.2708,15.85,34,52,9.41,MN,1715234364
499,murzuq,25.9155,13.9184,23.41,27,9,7.75,LY,1715234466
500,selfoss,63.9331,-20.9971,2.87,73,59,0.97,IS,1715234467
501,mpika,-11.8343,31.4529,17.05,80,17,4.5,ZM,1715234468
502,shahrak,34.1074,64.3052,21.57,25,93,8.44,AF,1715234428
503,kandahar,31.0,65.75,32.59,14,69,7.66,AF,1715234469
504,poronaysk,49.2167,143.1167,9.88,56,9,11.58,RU,1715234418
505,karratha,-20.7377,116.8463,29.36,28,15,7.57,AU,1715234470
506,ivins,37.1686,-113.6794,15.62,23,97,2.68,US,1715234215
507,miyazaki,31.9111,131.4239,18.97,45,20,3.6,JP,1715234472
508,strugi-krasnyye,58.2675,29.1114,4.51,37,0,4.51,RU,1715234473
509,kavaratti,10.5669,72.642,30.0,68,100,3.35,IN,1715234420
510,takoradi,4.8845,-1.7554,27.75,84,99,2.19,GH,1715234236
511,preobrazheniye,42.9019,133.9064,11.04,81,100,3.33,RU,1715234475
512,murghob,38.1702,73.9667,5.79,36,1,1.97,TJ,1715234475
513,santa cruz do rio pardo,-22.8989,-49.6325,18.87,65,13,1.66,BR,1715234476
514,zhaodong,46.0833,125.9833,20.87,15,35,3.55,CN,1715234477
515,san-pedro,4.7485,-6.6363,26.59,88,98,1.65,CI,1715234477
516,rodolfo sanchez taboada,31.7167,-116.5667,15.61,73,1,1.34,MX,1715234478
517,padang,-0.9492,100.3543,33.03,78,23,2.84,ID,1715234478
518,abepura,-2.6333,140.5833,27.45,89,20,1.03,ID,1715234479
519,anka,12.1138,5.9243,29.87,46,99,3.92,NG,1715234479
520,ga-rankuwa,-25.6169,27.9947,18.69,38,0,2.46,ZA,1715234480
521,voss,60.623,6.4229,9.74,92,100,1.9,NO,1715234481
522,saint-francois,46.4154,3.9054,9.12,100,100,1.54,FR,1715234481
523,cole harbour,44.6724,-63.4751,7.66,91,100,7.2,CA,1715234483
524,zhezqazghan,47.7833,67.7667,24.32,46,20,6.0,KZ,1715234483
525,polyarnyy,69.1989,33.4478,-2.19,85,98,1.71,RU,1715234345
526,argo,37.6333,22.7333,18.57,63,100,0.88,GR,1715234412
527,shingu,33.7333,135.9833,18.37,35,1,0.41,JP,1715234428
528,saint-pierre,-21.3393,55.4781,26.82,65,75,10.29,RE,1715234368
529,brak,27.5496,14.2714,20.52,48,6,9.33,LY,1715234486
530,ambon,-3.6954,128.1814,30.08,74,40,2.06,ID,1715234368
531,as sulayyil,20.4607,45.5779,29.14,31,17,9.69,SA,1715234488
532,yugorsk,61.3133,63.3319,6.61,95,100,6.36,RU,1715234488
533,senanga,-16.1167,23.2667,18.02,36,9,3.45,ZM,1715234489
534,ulety,51.3572,112.4849,15.9,39,100,5.19,RU,1715234489
535,laguna,38.421,-121.4238,21.05,31,0,7.2,US,1715234355
536,zabol,32.25,67.25,25.9,19,87,2.4,AF,1715234490
537,caleta de carquin,-11.0925,-77.6267,19.18,91,94,2.37,PE,1715234491
538,fraserburgh,57.6874,-2.0184,13.95,90,100,3.52,GB,1715234492
539,mallow,52.1333,-8.6333,10.57,94,100,1.91,IE,1715234492
540,la passe,45.5549,-0.8967,11.68,88,17,5.4,FR,1715234377
541,sarmiento,-45.5882,-69.07,6.02,68,83,2.33,AR,1715234493
542,santo antonio,-6.3106,-35.4789,22.78,96,10,2.64,BR,1715234494
543,boca suno,-0.7167,-77.1333,21.18,98,100,0.64,EC,1715234495
544,kawerau,-38.1,176.7,11.72,70,56,0.89,NZ,1715234495
545,paramonga,-10.6667,-77.8333,19.18,91,92,1.84,PE,1715234496
546,khovd,48.0056,91.6419,16.64,29,2,1.52,MN,1715234449
547,barra de santo antonio,-9.4047,-35.5072,25.6,85,11,4.26,BR,1715234368
548,leiyang,26.4024,112.8591,20.71,93,100,1.23,CN,1715234498
549,figuig (centre),32.1089,-1.2286,17.76,19,2,2.94,MA,1715234498
550,lasem,-6.6922,111.4527,30.73,66,100,3.88,ID,1715234499
551,mamuju,-2.6748,118.8885,28.77,81,51,2.02,ID,1715234499
552,uyar,55.81,94.3153,11.03,40,50,8.62,RU,1715234500
553,moree,-29.4667,149.85,23.83,41,90,3.76,AU,1715234501
554,porto murtinho,-21.6989,-57.8825,26.72,73,100,3.17,BR,1715234502
555,nyrob,60.733,56.7202,-1.14,80,97,4.45,RU,1715234502
556,aswan,24.0934,32.907,25.61,15,0,2.57,EG,1715234503
557,bochum,51.4833,7.2167,13.71,87,12,0.56,DE,1715234504
558,hiriyur,13.9456,76.6192,34.68,32,85,1.91,IN,1715234504
559,kapuskasing,49.4169,-82.4331,6.05,75,75,3.09,CA,1715234368
560,robore,-18.3333,-59.75,22.61,89,76,1.6,BO,1715234330
561,bel ombre,-4.6167,55.4167,27.91,83,75,5.66,SC,1715234506
562,gore,-46.1028,168.9436,5.18,81,13,1.62,NZ,1715234507
563,birao,10.2849,22.7882,30.75,13,68,4.59,CF,1715234507
564,nar'yan-mar,67.6713,53.087,-4.94,88,100,7.15,RU,1715234368
565,dubbo,-32.25,148.6167,22.07,49,40,4.12,AU,1715234472
566,bac lieu,9.285,105.7244,33.17,58,52,8.27,VN,1715234509
567,hobyo,5.3505,48.5268,31.13,65,10,5.63,SO,1715234510
568,sokoni,-6.4333,39.55,25.92,87,93,7.09,TZ,1715234510
569,brookings,44.3114,-96.7984,12.19,85,100,2.57,US,1715234168
570,sandnessjoen,66.0217,12.6316,4.29,85,100,9.02,NO,1715234511
571,simanggang,1.2472,111.4528,33.99,59,40,0.51,MY,1715234512
572,irbit,57.6705,63.071,6.16,85,100,5.1,RU,1715234513
573,chibougamau,49.9168,-74.3659,4.79,70,100,3.6,CA,1715234396
